Airlines,Text,Output
@SouthwestAir,"b'RT @SouthwestAir: We partnered w/ @NintendoAmerica to give away the ultimate travel companion, Nintendo Switch. Enter the Let\xe2\x80\x99s Play Giveaw\xe2\x80\xa6'",-1
@SouthwestAir,b'RT @jeffinLACA: WE NEED RELIER NOW!!!\n@GirvinRaquel\n@KamalaHarris @SpeakerPelosi @SenFeinstein @Mike_Feuer\n@FAANews @FAASafetyBrief \n@RepAd\xe2\x80\xa6',-1
@SouthwestAir,b'Enter for a chance to win an unforgettable trip to the Bahamas and a gift card for a diving excursion. Enter now!\xe2\x80\xa6 https://t.co/ZuTwpg4F2Y',-1
@SouthwestAir,"b'@GigEcoCritic @MaryWallYall @lyft @SouthwestAir @cta @VeoRideMobility That\xe2\x80\x99s crazy , what area is this ? You should\xe2\x80\xa6 https://t.co/VjoVl38BIm'",-1
@SouthwestAir,"b'Bumping along at 40,000 feet, trying to order a custom Chiefs jersey that says ""Thank-U-Next"" #19 and PayPal securi\xe2\x80\xa6 https://t.co/lKMeuWk7Hs'",1
@SouthwestAir,b'@ShaunBolen @LaurMoor @NintendoAmerica @SouthwestAir @NMFreed I stand by my tweet...',-1
@SouthwestAir,b'When you are waiting for @DTWeetin to finally open up after a 4 hour rain delay. @SouthwestAir Then SW says they ar\xe2\x80\xa6 https://t.co/rCGFirDMkl',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/llktkBNpQ9""",-1
@SouthwestAir,b'@SouthwestAir please add a Pittsburgh to Myrtle Beach flight. @SpiritAirlines is our only option and they are the w\xe2\x80\xa6 https://t.co/fq3Ikp21Vd',-1
@SouthwestAir,"b'@lululemonmen @SouthwestAir @lizzo So, @shakeshack. I saw that you all opened up a location in my city, New Orleans\xe2\x80\xa6 https://t.co/agiuuKD4qo'",-1
@SouthwestAir,b'@SouthwestAir @DevynElyse I\xe2\x80\x99m sure @SouthwestAir will ignore this \xf0\x9f\x98\x91',-1
@SouthwestAir,b'@SouthwestAir \xf0\x9f\xa4\x94 but in flight entertainment is not available on all flights.? Way to put another cart before the horse. #PlugsandWifi4All',-1
@SouthwestAir,b'Attn: @SouthwestAir - please find the guy taking tickets at @DENAirport Gate C32 and give him a medal and a raise.\xe2\x80\xa6 https://t.co/4vxdDxaaZI',-1
@SouthwestAir,b'hi @SouthwestAir tell me why in the world i have to buy a WHOLE NEW TICKET because of a legal name change that i have LEGAL EVIDENCE for',0
@SouthwestAir,"b'Thanks for getting me home today, @SouthwestAir https://t.co/Maj9MiAHw4'",1
@SouthwestAir,"b'@ArianaMariexxx @SouthwestAir Perhaps, you should be thankful that the mechanical issues were discovered and are be\xe2\x80\xa6 https://t.co/2ra0ImUKY4'",-1
@SouthwestAir,b'RT @LaurMoor: EVERYONE ON THIS FLIGHT JUST GOT A NINTENDO SWITCH!!! \n\n@NintendoAmerica @SouthwestAir #SouthwestxNintendo https://t.co/mUlry\xe2\x80\xa6',-1
@SouthwestAir,"b""@Duffy_MEM @SouthwestAir awww - that's pawesome - have a great time Dallas &amp; Duffy""",1
@SouthwestAir,"b'RT @SouthwestAir: Stop daydreaming, and start packing. Connecting service from the L.A. area to Honolulu and Maui.'",-1
@SouthwestAir,b'@SouthwestAir can I get an update?',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/UcG4BtR3A5""",-1
@SouthwestAir,b'RT @LaurMoor: EVERYONE ON THIS FLIGHT JUST GOT A NINTENDO SWITCH!!! \n\n@NintendoAmerica @SouthwestAir #SouthwestxNintendo https://t.co/mUlry\xe2\x80\xa6',-1
@SouthwestAir,b'Thanks to Jimmy at @SouthwestAir customer service for helping me today! Great guy!!',1
@SouthwestAir,b'@MadameMoodle @carlota_holder @jessbell79 @Cpico0922 @Toppel_ELD @AdriannaHannon @laurenperkins_1 @BaileyRager1\xe2\x80\xa6 https://t.co/ed5wkVdMyj',-1
@SouthwestAir,b'Pilot on our @SouthwestAir flight to FLL from BNA: \xe2\x80\x9cSorry folks but it seems out WiFi I\xe2\x80\x99m unavailable for this flig\xe2\x80\xa6 https://t.co/u07MyCG1rw',-1
@SouthwestAir,b'@Sergio_no_name @SouthwestAir Amen. I\xe2\x80\x99ve been experiencing the same issues. And getting to a customer service repre\xe2\x80\xa6 https://t.co/xxmhTTGP3A',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/q2Ky3hvjb1""",-1
@SouthwestAir,b'@SouthwestAir @DevynElyse Well where the hell are mine?! I have accrued over 10 revenue flights but you have sent me nothing.',-1
@SouthwestAir,b'The story of my life! In the last year and a half I have logged like 140 flights and this crap always happens! So f\xe2\x80\xa6 https://t.co/XLTF1wHSRd',-1
@SouthwestAir,b'SouthWest Airlines makes $144 Million by offering \xe2\x80\x98The EarlyBird Prisoners Dilemma\xe2\x80\x99 . \xe2\x81\xa6@SouthwestAir\xe2\x81\xa9 uses Game The\xe2\x80\xa6 https://t.co/3XHBJ6Jbyc',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/lKu9OAhc6Y""",-1
@SouthwestAir,b'@SouthwestAir I have heard flight attendants say loud and clear you cannot save seats and we do not have assigned s\xe2\x80\xa6 https://t.co/78Z10p0adX',-1
@SouthwestAir,b'So disappointed @SouthwestAir listening to my friend try and book emergency flight while on vacation back home due\xe2\x80\xa6 https://t.co/rfx2k76TV6',-1
@SouthwestAir,b'@ModernUtilities @AmericanAir @Delta @SouthwestAir @SpiritAirlines @frontierair @UNITEDA1RLINES @JetBlue @Allegiant\xe2\x80\xa6 https://t.co/cIinND4Ikx',0
@SouthwestAir,"b'RT @iflyCHS: If you\xe2\x80\x99re still looking to book plane tickets for your Lollapalooza trip, we have options for you. @united, @southwestair, and\xe2\x80\xa6'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/c3l9i4NbpP""",-1
@SouthwestAir,"b'@SouthwestAir Unfortunately, it doesn\xe2\x80\x99t look like that\xe2\x80\x99s going to happen. So very disappointed this evening. https://t.co/jrpJYj5E1w'",-1
@SouthwestAir,b'@ArianaMariexxx @SouthwestAir Sun country is pretty good',-1
@SouthwestAir,"b'RT @SouthwestAir: With the timing of the Boeing 737 MAX\xe2\x80\x99s return to service still uncertain, we are again revising our plans to remove the\xe2\x80\xa6'",-1
@SouthwestAir,b'@SouthwestAir @NintendoAmerica inb4 10 switches have joycon drifting',-1
@SouthwestAir,"b'If you\xe2\x80\x99re still looking to book plane tickets for your Lollapalooza trip, we have options for you. @united,\xe2\x80\xa6 https://t.co/I3taCNrLsv'",-1
@SouthwestAir,"b""RT @GovChrisSununu: Celebrated Manchester's @SouthwestAir station being named the 2019 NATIONAL STATION OF THE YEAR for the second time in\xe2\x80\xa6""",-1
@SouthwestAir,"b'RT @SouthwestAir: We partnered w/ @NintendoAmerica to give away the ultimate travel companion, Nintendo Switch. Enter the Let\xe2\x80\x99s Play Giveaw\xe2\x80\xa6'",-1
@SouthwestAir,b'RT @Alondradessy: Uhm never flying with @SouthwestAir again. I\xe2\x80\x99d be so pissed! https://t.co/wAjcGEOGSE',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/bI9bPtttD4""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/sfzjMAcoEV""",-1
@SouthwestAir,b'@Duffy_MEM @SouthwestAir COOL',-1
@SouthwestAir,b'@Eduk8n @SouthwestAir @AACountySchools @OEASAaacps How awesome!',1
@SouthwestAir,"b'Hey, @SouthwestAir...I\xe2\x80\x99m cheating on you today with another airline (sorry!).\n\nYou REALLY need to add these on your\xe2\x80\xa6 https://t.co/dbNGebTx4I'",-1
@SouthwestAir,b'Hello friends Dallas is super excited because we are going to Dallas this weekend on @SouthwestAir plane and are la\xe2\x80\xa6 https://t.co/fYefG3tNEv',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/PwNWO5JQcR""",-1
@SouthwestAir,b'@SouthwestAir this is the fifth time (in 3 months) that I have flown with you and some problem or another has messe\xe2\x80\xa6 https://t.co/5T1ufcRgvs',-1
@SouthwestAir,b'@SouthwestAir Boooo that makes me extremely upset.',-1
@SouthwestAir,"b'@SouthwestAir Grayson, I need drink coupons. Do you know the street value of drink coupons for moms of toddler twin\xe2\x80\xa6 https://t.co/OXBos9nCsh'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/rSoq6Djmv1""",-1
@SouthwestAir,b'Still can\xe2\x80\x99t get in touch with anyone. @SouthwestAir is a no go.',-1
@SouthwestAir,b'RT @goldenolden2: Hi @SouthwestAir \xf0\x9f\x91\x8bSitting in ATL waiting on flight 1782 with a very sad baseball fanatic 10 year old son. Our 3:35 flight\xe2\x80\xa6',0
@SouthwestAir,b'@SouthwestAir we need #1154 to go! What chance are we looking at for another delay?',-1
@SouthwestAir,b'@SouthwestAir Not a fan of your boarding process! People want to sit with their families! #justsaying #travel',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/5u62ez08OL""",-1
@SouthwestAir,"b'@SouthwestAir Yes, I have to file a claim... and buy a new stroller on vacation. https://t.co/KQuuKqQI7t'",-1
@SouthwestAir,"b""@iflyCHS @united @SouthwestAir Let's add @AmericanAir to the mix""",-1
@SouthwestAir,b'We\xe2\x80\x99re pretty loyal @SouthwestAir people. But the husband felt compelled to fly @Delta on this trip to visit one of\xe2\x80\xa6 https://t.co/oPsKPEJ56R',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/fi1PzeIG97""",-1
@SouthwestAir,b'@SouthwestAir Do you think it\xe2\x80\x99s ethical to operate an airplane that seems to be incapable of staying in the air wit\xe2\x80\xa6 https://t.co/W0kN3qqyJ0',-1
@SouthwestAir,b'Best seat on the plane? The one with a view of Mount Rainier \xf0\x9f\x98\x80 Thanks @SouthwestAir #Seattle https://t.co/7gtxjTZ7HT',1
@SouthwestAir,"b'RT @SouthwestAir: We jokingly told this guy to make a slideshow from his flight. And he DID IT. Erick, you win today. https://t.co/VtrrWBXe\xe2\x80\xa6'",-1
@SouthwestAir,b'@SouthwestAir Landed now. Just maybe ensure all airframes have functioning WiFi? Or at least make the announcement at the gate?',-1
@SouthwestAir,"b'@SouthwestAir is garbage. A change in my flight but yet no update provided via text or e-mail. Not only that, my ap\xe2\x80\xa6 https://t.co/HEXf6qaniB'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/lSZb9QZmhq""",-1
@SouthwestAir,b'@SouthwestAir I also want to understand that passengers who fly together don\xe2\x80\x99t really need to pay for an upgrade if\xe2\x80\xa6 https://t.co/dHJCkHl2N7',-1
@SouthwestAir,b'@SouthwestAir Would you please define what exactly you mean by doesn\xe2\x80\x99t impede the boarding process?. That could mea\xe2\x80\xa6 https://t.co/Rf6isVgRTW',0
@SouthwestAir,b'@united Cool. Still flying @SouthwestAir.',-1
@SouthwestAir,b'Hey @SouthwestAir why don\xe2\x80\x99t you make SINGLE riders seat LAST to fill the empty remaining seats? I shouldn\xe2\x80\x99t have to\xe2\x80\xa6 https://t.co/pmSfXlfxKf',-1
@SouthwestAir,b'@SouthwestAir Couldn\xe2\x80\x99t DM you as I was in the air without WiFi.',0
@SouthwestAir,b'RT @LaurMoor: EVERYONE ON THIS FLIGHT JUST GOT A NINTENDO SWITCH!!! \n\n@NintendoAmerica @SouthwestAir #SouthwestxNintendo https://t.co/mUlry\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir can y\xe2\x80\x99all send me coupons for free WiFi instead of free drinks. I\xe2\x80\x99m on morning flights all the time.\xe2\x80\xa6 https://t.co/iq8tBa6IR0',-1
@SouthwestAir,b'RT @gary_kelly: Today I\xe2\x80\x99m excited to share our 2018 One Report highlighting @SouthwestAir\xe2\x80\x99s focus on global citizenship. #SouthwestHeart ht\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir I expected better... Especially as a regular traveler on @SouthwestAir. Not the way I expected this t\xe2\x80\xa6 https://t.co/ZoFmbwHhly',-1
@SouthwestAir,"b'RT @SouthwestAir: Ready for an aquatic adventure? Enter our Dare to Dive sweepstakes for a chance to win a diving experience in Nassau, Bah\xe2\x80\xa6'",-1
@SouthwestAir,b'Enter for a chance to win an unforgettable trip to the Bahamas and a gift card for a diving excursion. Enter now!\xe2\x80\xa6 https://t.co/gP3GdFMXGl',-1
@SouthwestAir,"b'@SouthwestAir Wow, so passing the buck for my $75 item just vanishing from a checked bag.. Awesome....'",-1
@SouthwestAir,b'Hi @SouthwestAir I fuel planes for you at McCarran in Vegas and imagine my surprise &amp; shock when I opened the fuel\xe2\x80\xa6 https://t.co/VIEoydGQ0m',0
@SouthwestAir,b'Enter for a chance to win an unforgettable trip to the Bahamas and a gift card for a diving excursion. Enter now!\xe2\x80\xa6 https://t.co/Dv32UNA3Rw',-1
@SouthwestAir,b'RT @Blasdetejas: @NintendoAmerica and @SouthwestAir with the win today! Gave everyone on our flight from DFW to SAN a free Switch with a co\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir you have some rude and snappy customer service agents on your mobile chat.',-1
@SouthwestAir,b'RT @Blasdetejas: @NintendoAmerica and @SouthwestAir with the win today! Gave everyone on our flight from DFW to SAN a free Switch with a co\xe2\x80\xa6',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/Er9wQiSHkM""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/C3aQz2BHet""",-1
@SouthwestAir,b'@SouthwestAir Yes but sadly it wasn\xe2\x80\x99t available on my app when I got to the airport and at first glance I saw the o\xe2\x80\xa6 https://t.co/B2fJJqLk5k',-1
@SouthwestAir,b'#ProtectMyPlane @Delta @united @AmericanAir @WeAreALPA @SouthwestAir @Allegiant @FlyFrontier \n\n@jeffrossen how do w\xe2\x80\xa6 https://t.co/8vzMnmjezB',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/nhj8uUr99F""",-1
@SouthwestAir,b'@SouthwestAir Well I have heard this communicated on many occasions. So are you confirming that when I board in bus\xe2\x80\xa6 https://t.co/CekkSJjGZs',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/OCtlvuVyL9""",-1
@SouthwestAir,"b'Also, thanks @SouthwestAir and @JetBlue for saving me from the disaster that is @Delta'",1
@SouthwestAir,b'@SpiritAirlines yall got some dumb ass workers i swear yall lucky this was last min &amp; @SouthwestAir aint have nomor\xe2\x80\xa6 https://t.co/vJyBCJ9nfr',-1
@SouthwestAir,b'I have a debate of over a year... @SouthwestAir What color are your airplanes?',-1
@SouthwestAir,b'@CindyMcLeod3 @SouthwestAir @Delta But any reason to go to @Nordstrom is s good reason! #anniversarysale #lostbaggage #fun',-1
@SouthwestAir,"b'RT @SouthwestAir: Your favorite airline is selling flights to Hawaii. Low fares from OAK and SJC to Honolulu, Maui, and Kona.'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/Jl7YBcIWdz""",-1
@SouthwestAir,b'@SouthwestAir flight; not able to preboard because CS agent at C16 in ATL said \xe2\x80\x9cit doesn\xe2\x80\x99t look like you need a spe\xe2\x80\xa6 https://t.co/KrSlQfU5Bc',-1
@SouthwestAir,b'@leaglundy @SouthwestAir @Delta Yes mam!',-1
@SouthwestAir,b'@SouthwestAir I almost forgot. Lisa told me that it\xe2\x80\x99s up to the passengers to settle it themselves because there isn\xe2\x80\x99t a policy. RIDICULOUS!',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/sJgVT8cFEe""",-1
@SouthwestAir,b'@CindyMcLeod3 And then you choose @SouthwestAir or @Delta next time. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Happy Shopping!',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/Jx2oEDghWe""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/itkdI0cdyN""",-1
@SouthwestAir,"b""@erickmsanchez @lululemonmen @SouthwestAir @lizzo Spectacular, Erick? My only question is why didn't you choose thi\xe2\x80\xa6 https://t.co/fFcdIyeuix""",0
@SouthwestAir,b'Sad! @SouthwestAir would never leave me on read \xf0\x9f\x98\x85 \n\nand this is the 1000000 reason why I choose @SouthwestAir over all other airlines.',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/uXsU9Z2wDH""",-1
@SouthwestAir,b'@SouthwestAir can I bring a hamster on the plane \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94',-1
@SouthwestAir,"b'@Gooz71 Our apologies, Username. Looping in @SouthwestAir to assist you. *RL'",-1
@SouthwestAir,b'@SouthwestAir why do I pay business select fares when someone can just save me a seat according to the flight atten\xe2\x80\xa6 https://t.co/W2M0UG0uzT',-1
@SouthwestAir,b'Good looking @SouthwestAir',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/NMl4qr7MgK""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/HQe1JyTKV6""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/76W4g2E3zd""",-1
@SouthwestAir,b'@SouthwestAir - traveled to DC for a conference and my giveaway item was taken out of my closed and latched luggage\xe2\x80\xa6 https://t.co/KgtrnaVF1Q',-1
@SouthwestAir,b'@SouthwestAir I was just informed by the flight attendant Lisa on flight 2588 that you can now save seats on southw\xe2\x80\xa6 https://t.co/fYpS4A2pyZ',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/HoCAEYtx02""",-1
@SouthwestAir,b'@SouthwestAir I hypothesize that your aircraft #Sensors are mistaking #Rain as #Downdraft',-1
@SouthwestAir,b'@SouthwestAir I just flew with my most fav flight attendants ever. Real people who helped. A Friday pm delayed flig\xe2\x80\xa6 https://t.co/2f85ZOAnaE',-1
@SouthwestAir,b'@SouthwestAir @goldenolden2 hmmmm....delta flights are moving along with little delay',-1
@SouthwestAir,"b'@SouthwestAir Why was our plane from Nashville (that landed at 5:00pm, and I was told would be our plane ) changed\xe2\x80\xa6 https://t.co/NsN76udzqv'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/dFE7D4CJJG""",-1
@SouthwestAir,"b'RT @SouthwestAir: With the timing of the Boeing 737 MAX\xe2\x80\x99s return to service still uncertain, we are again revising our plans to remove the\xe2\x80\xa6'",-1
@SouthwestAir,b'@AJFrancis410 @Lloydbanks @SouthwestAir @chinamacmusic  Ay Mac my fam AJ is ill. So ill recognize ill. Collab please!',-1
@SouthwestAir,b'RT @EricBartel: There was a soon-to-be bride going to her bachelorette party on my @SouthwestAir flight. Stewardess asked all passengers to\xe2\x80\xa6',-1
@SouthwestAir,b'@lmbigham @SouthwestAir @Storyful Thanks so much! Could you send me a message so I could ask a couple quick questions?',1
@SouthwestAir,b'@SouthwestAir Our original plane from Nashville has landed in ATL..any chance we can still get it? \xf0\x9f\x99\x8f',-1
@SouthwestAir,b'@SouthwestAir I hypothesize that your aircraft #Sensors are mistaking #Rain as #Downdraft',-1
@SouthwestAir,b'RT @AJFrancis410: It\xe2\x80\x99s FRAN\xc2\xa2Style Friday #54 &amp; while at the airport me &amp; Casper decide to make a whole video to \xe2\x80\x9cI\xe2\x80\x99m So Fly\xe2\x80\x9d by @Lloydbanks\xe2\x80\xa6',-1
@SouthwestAir,"b""@JetBlue Why don't you just join forces with @SouthwestAir and you can create a super airline and provide affordabl\xe2\x80\xa6 https://t.co/IDa2RqxpSw""",0
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/WwbfozVjma""",-1
@SouthwestAir,"b'RT @SouthwestAir: Stop daydreaming, and start packing. Connecting service from the L.A. area to Honolulu and Maui.'",-1
@SouthwestAir,"b""RT @cicistheories: Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Nintendo Sw\xe2\x80\xa6""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/xjJaU3nMEG""",-1
@SouthwestAir,b'RT @SouthwestAir: Our statement regarding the Boeing 737 MAX 8: https://t.co/sjoCGwffby',-1
@SouthwestAir,b'@NZAircraftFan @SouthwestAir I was thinking odds more likely to be in old planes because part of their fleet is sit\xe2\x80\xa6 https://t.co/zQSH1kNLvL',-1
@SouthwestAir,"b""@SouthwestAir @PlayPartyPlan Now you're flying with Power!""",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/TIlLqXp1ll""",-1
@SouthwestAir,b'@erickmsanchez @lululemonmen @SouthwestAir @lizzo Here. For. This.',-1
@SouthwestAir,"b'@SouthwestAir Yes, unfortunately we missed a few hours of our trip due to the extended layover \xf0\x9f\x98\xa9'",-1
@SouthwestAir,b'RT @PlayPartyPlan: You know it\xe2\x80\x99s going to be a good @SouthwestAir flight when it starts with team members in Luigi hard hats! \xf0\x9f\xa4\xa3#SouthwestxN\xe2\x80\xa6',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/DmUrtAVgTy""",-1
@SouthwestAir,b'RT @PlayPartyPlan: You know it\xe2\x80\x99s going to be a good @SouthwestAir flight when it starts with team members in Luigi hard hats! \xf0\x9f\xa4\xa3#SouthwestxN\xe2\x80\xa6',-1
@SouthwestAir,b'@ilovaussiesheps @SouthwestAir No I would have liked a newer model that is all. I also have a feeling the MAX name will disappear very soon.',-1
@SouthwestAir,b'It was almost a great traveling day with the twins until @SouthwestAir lost our brand new stroller.... at least thr\xe2\x80\xa6 https://t.co/VPSv8tfRTF',1
@SouthwestAir,"b'RT @SouthwestAir: We partnered w/ @NintendoAmerica to give away the ultimate travel companion, Nintendo Switch. Enter the Let\xe2\x80\x99s Play Giveaw\xe2\x80\xa6'",-1
@SouthwestAir,b'RT @YoungAmberRose: wow thanks @SouthwestAir I love starting my day by sitting on the tarmac for 2 hours for a 45 min flight \xf0\x9f\x99\x84',-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/dEDJxN9WcW""",-1
@SouthwestAir,b'RT @goldenolden2: Hi @SouthwestAir \xf0\x9f\x91\x8bSitting in ATL waiting on flight 1782 with a very sad baseball fanatic 10 year old son. Our 3:35 flight\xe2\x80\xa6',0
@SouthwestAir,b'Eye \xe2\x9d\xa4\xef\xb8\x8f @SouthwestAir Thanks for the ride to NYC! https://t.co/r9aStSpeGw',1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/qXyG9vwx5M""",-1
@SouthwestAir,b'RT @NinWire: Whoa... @SouthwestAir gifted an entire flight to SDCC #NintendoSwitch systems and Super Mario Maker 2 this week! Watch the sur\xe2\x80\xa6',-1
@SouthwestAir,"b'RT @SouthwestAir: We partnered w/ @NintendoAmerica to give away the ultimate travel companion, Nintendo Switch. Enter the Let\xe2\x80\x99s Play Giveaw\xe2\x80\xa6'",-1
@SouthwestAir,"b""Let's-a go! Click here to enter the sweepstakes for a chance to win the new Super Mario Maker\xe2\x84\xa2 2 game with a Ninten\xe2\x80\xa6 https://t.co/YCT1rE2wRr""",-1
@SouthwestAir,b'@SouthwestAir @YoungAmberRose Send her that refund !',-1
@SouthwestAir,b'@SouthwestAir That three hour layover in Chicago Midway that we were dreading may end up being our saving grace! #staypositive',-1
@SouthwestAir,b'Hi @SouthwestAir \xf0\x9f\x91\x8bSitting in ATL waiting on flight 1782 with a very sad baseball fanatic 10 year old son. Our 3:35\xe2\x80\xa6 https://t.co/SCKHJyK90Y',0
@SouthwestAir,b'@rtj125 @SouthwestAir @Delta @united @AmericanAir They\xe2\x80\x99re always my first choice.',-1
@SouthwestAir,b'Literally not one person working the counter at @FlyFrontier desk. This is why I fly @SouthwestAir whenever I can.',-1
@SouthwestAir,b'@SouthwestAir Always my pleasure to be on board you\xe2\x80\x99re beautiful aircraft',-1
@SouthwestAir,b'RT @SouthwestAir: The people have spoken. We\xe2\x80\x99re officially adding Caddyshack to our Inflight Entertainment Portal in September!',-1
@SouthwestAir,b'Looks like @SouthwestAir flight 1317 isn\xe2\x80\x99t going anywhere anytime soon... https://t.co/D4PY7KYcwj',-1
@SouthwestAir,b'Artsy just for you  @SouthwestAir https://t.co/ldwvzcejVV',-1
@SouthwestAir,b'Had three @SouthwestAir flights in less then 24 hours and couldn\xe2\x80\x99t be happier!! You guys rock https://t.co/wRb2aW5MVX',-1
